"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Endothelial","log2fold_change","Auc"
"1577","RRP7A","hurdle",4.41269202441062e-09,-1.963497,-1.315842,0.647655,0.578
"1197","NFAT5","hurdle",3.13315135256031e-08,-1.914369,-1.295388,0.618981,0.578
"1196","NEURL1B","hurdle",3.42292506038241e-10,-2.724373,-1.815648,0.908725,0.578
"994","LATS2","hurdle",7.52166165427554e-08,-2.835373,-1.927723,0.90765,0.578
"795","HADHB","hurdle",2.5651029067216e-08,-1.309589,-0.8019334,0.5076556,0.578
"580","EOGT","hurdle",2.47202698333048e-10,-2.974576,-1.90331,1.071266,0.578
"267","CASP10","hurdle",5.42116922943442e-17,-3.097586,-2.035727,1.061859,0.578
"180","BAALC","hurdle",2.70672868910852e-25,-3.244925,-2.019143,1.225782,0.578
"98","ANKRD17","hurdle",2.15845931099006e-06,-2.017666,-1.349052,0.668614,0.578
"3","AAED1","hurdle",1.02187617051484e-08,-2.464682,-1.644669,0.820013,0.578
"2045","ZC3H13","hurdle",1.53608007979112e-10,-1.568691,-1.023849,0.544842,0.577
"1908","TNFAIP8L1","hurdle",2.99268844049911e-21,-3.020587,-1.854062,1.166525,0.577
"1778","STIM2","hurdle",1.95390042996905e-08,-2.426502,-1.614064,0.812438,0.577
"1635","SF3A1","hurdle",8.27028048472215e-06,-1.956089,-1.340289,0.6158,0.577
"1423","PRKD3","hurdle",3.32045258062329e-09,-2.57423,-1.699811,0.874419,0.577
"1284","PAM","hurdle",2.18482393576764e-06,-2.251749,-1.5895,0.662249,0.577
"1230","NR1H2","hurdle",2.92698816833607e-05,-1.713889,-1.139057,0.574832,0.577
"1145","MSX1","hurdle",9.33951647453917e-15,-2.992754,-1.841119,1.151635,0.577
"1000","LEPR","hurdle",6.94650720283777e-16,-2.90037,-1.882414,1.017956,0.577
"996","LBR","hurdle",7.78331843521033e-08,-2.285173,-1.601531,0.683642,0.577
"715","GABPA","hurdle",2.00615037293766e-10,-2.668164,-1.78885,0.879314,0.577
"654","FCHSD2","hurdle",5.33603530014094e-13,-2.664906,-1.777858,0.887048,0.577
"640","FAM84B","hurdle",3.96507339536849e-15,-2.475293,-1.532816,0.942477,0.577
"600","ESYT1","hurdle",2.66568482285071e-09,-2.508188,-1.669468,0.83872,0.577
"402","CPD","hurdle",5.73186910060621e-09,-2.055716,-1.330274,0.725442,0.577
"140","ARID4A","hurdle",1.22612120705824e-07,-1.924451,-1.245636,0.678815,0.577
"58","ADM","hurdle",1.54747824714966e-09,-2.200028,-1.348172,0.851856,0.577
"2071","ZNF677","hurdle",1.99052627243936e-09,-2.745923,-1.82378,0.922143,0.576
"1960","TSPAN3","hurdle",6.34224164363677e-08,-1.5352984,-0.9214242,0.6138742,0.576
"1921","TNRC6B","hurdle",7.19371584062478e-08,-1.3746742,-0.8482513,0.5264229,0.576
"1910","TNFRSF10B","hurdle",2.74108111000599e-08,-2.42806,-1.604793,0.823267,0.576
"1743","SPG7","hurdle",3.5741557482497e-06,-2.072568,-1.339748,0.73282,0.576
"1597","SCAMP2","hurdle",1.20945793913462e-05,-1.697963,-1.127658,0.570305,0.576
"1592","SAP30BP","hurdle",3.24094235021877e-08,-1.627129,-1.091231,0.535898,0.576
"1408","PPP2R2A","hurdle",5.22425843057893e-07,-1.59069,-1.03013,0.56056,0.576
"1349","PKN2","hurdle",3.94422769953126e-06,-1.730431,-1.155507,0.574924,0.576
"1306","PDE9A","hurdle",6.26670075150863e-18,-3.19103,-2.072146,1.118884,0.576
"995","LAYN","hurdle",6.73622498659827e-14,-2.800312,-1.865741,0.934571,0.576
"465","DAB2IP","hurdle",1.27532742246249e-14,-2.981561,-1.916656,1.064905,0.576
"317","CDC27","hurdle",1.07390938958083e-12,-2.11083,-1.476344,0.634486,0.576
"280","CCDC68","hurdle",1.68295499430928e-30,-3.280441,-1.966827,1.313614,0.576
"126","ARHGAP17","hurdle",2.31505140766818e-07,-2.429657,-1.638024,0.791633,0.576
"1943","TRIM44","hurdle",1.42831662893749e-09,-1.803297,-1.265951,0.537346,0.575
"1844","TECPR1","hurdle",1.07850609705981e-09,-2.84244,-1.857232,0.985208,0.575
"1695","SLCO4A1","hurdle",2.01946475576364e-18,-3.197358,-2.013547,1.183811,0.575
"1483","RAPGEF1","hurdle",5.26185833980353e-09,-2.692401,-1.773471,0.91893,0.575
"1382","PLXDC2","hurdle",3.43206994207197e-09,-2.02523,-1.41185,0.61338,0.575
"1190","NECAP2","hurdle",5.0448238979837e-10,-2.010206,-1.422594,0.587612,0.575
"1107","MGAT4A","hurdle",3.07578583478472e-08,-1.832312,-1.262003,0.570309,0.575
"1034","LRP5","hurdle",1.78259691807435e-18,-2.825697,-1.750023,1.075674,0.575
"1015","LINC01116","hurdle",9.66072170480429e-11,-2.621251,-1.711085,0.910166,0.575
"967","KLF11","hurdle",2.48243145186383e-09,-2.764218,-1.82513,0.939088,0.575
"930","ITSN2","hurdle",8.05793950801088e-08,-1.716991,-1.029952,0.687039,0.575
"850","HSF1","hurdle",1.203070034881e-08,-1.518348,-0.956012,0.562336,0.575
"689","FNBP1L","hurdle",9.00934854807633e-10,-1.969594,-1.271327,0.698267,0.575
"653","FCHO2","hurdle",6.73928084726883e-11,-2.563207,-1.692856,0.870351,0.575
"610","EXT2","hurdle",6.13244441685331e-07,-2.62008,-1.765621,0.854459,0.575
"510","DNMT1","hurdle",1.05960489371222e-08,-1.964343,-1.291148,0.673195,0.575
"504","DNAJC3","hurdle",1.45502155995858e-06,-1.4622197,-0.9265134,0.5357063,0.575
"487","DGKH","hurdle",3.50395856717706e-10,-2.60597,-1.676929,0.929041,0.575
"484","DFFA","hurdle",1.86251605662732e-07,-2.377217,-1.598921,0.778296,0.575
"432","CTDSP2","hurdle",1.38220407122987e-08,-2.094974,-1.482395,0.612579,0.575
"381","CMTM8","hurdle",1.26061758754877e-07,-2.018931,-1.354577,0.664354,0.575
"1869","TLE1","hurdle",2.53298923500985e-07,-2.478987,-1.658618,0.820369,0.574
"1654","SHKBP1","hurdle",4.91990298432803e-08,-2.154067,-1.501824,0.652243,0.574
"1644","SH3BP2","hurdle",2.4121870982121e-11,-2.659938,-1.783856,0.876082,0.574
"1641","SH2B3","hurdle",3.2888007815809e-11,-2.925251,-1.930926,0.994325,0.574
"1514","RELB","hurdle",3.93311992820069e-07,-1.917536,-1.316735,0.600801,0.574
"1441","PTAFR","hurdle",7.81531373323789e-23,-3.103475,-1.878649,1.224826,0.574
"1409","PPP2R3C","hurdle",5.209077920105e-09,-2.120256,-1.440116,0.68014,0.574
"1004","LGMN","hurdle",1.85968544508718e-11,-1.794293,-1.243399,0.550894,0.574
"966","KLF10","hurdle",1.36980584109377e-09,-1.2572464,-0.6933133,0.5639331,0.574
"907","INPP5K","hurdle",6.2616752365896e-08,-2.329019,-1.587541,0.741478,0.574
"801","HDAC1","hurdle",3.03613941253189e-07,-1.677347,-1.141275,0.536072,0.574
"772","GPR108","hurdle",2.32578621700809e-09,-1.903275,-1.272496,0.630779,0.574
"450","CXCL2","hurdle",3.22504272754416e-12,-1.8639503,-0.9595473,0.904403,0.574
"290","CCM2L","hurdle",1.78889318003272e-19,-3.286942,-2.161,1.125942,0.574
"274","CCAR1","hurdle",4.93764971263495e-09,-1.594614,-1.039695,0.554919,0.574
"253","CAMK1D","hurdle",1.48985419068294e-13,-2.774203,-1.845137,0.929066,0.574
"227","C21orf91","hurdle",3.60268567568641e-11,-2.64239,-1.874522,0.767868,0.574
"163","ATOH8","hurdle",1.07615086940709e-20,-3.144633,-1.915773,1.22886,0.574
"101","ANKS1A","hurdle",1.46831870207223e-13,-2.967731,-1.909393,1.058338,0.574
"10","ABHD17A","hurdle",4.64723005903366e-06,-2.27955,-1.588475,0.691075,0.574
"2039","YTHDF2","hurdle",5.25832431367011e-08,-1.4228584,-0.9094858,0.5133726,0.573
"1929","TP53I3","hurdle",1.6120043252199e-08,-2.735643,-1.827872,0.907771,0.573
"1909","TNFRSF10A","hurdle",1.42486404156683e-15,-2.813161,-1.898934,0.914227,0.573
"1609","SECISBP2L","hurdle",1.43993840768118e-06,-2.119789,-1.459663,0.660126,0.573
"1537","RNF122","hurdle",2.70953302594371e-17,-3.172459,-2.049635,1.122824,0.573
"1235","NRBP1","hurdle",3.54059340439182e-06,-1.65819,-1.134484,0.523706,0.573
"1036","LRRC1","hurdle",1.39766011574065e-16,-2.628338,-1.680315,0.948023,0.573
"770","GOPC","hurdle",2.26021252122816e-05,-1.773216,-1.185383,0.587833,0.573
"244","CADM3-AS1","hurdle",3.92065020997913e-33,-3.31659,-2.070967,1.245623,0.573
"138","ARHGEF3","hurdle",1.92841314005407e-11,-2.098659,-1.434826,0.663833,0.573
"55","ADGRL2","hurdle",1.69050371607122e-11,-3.045159,-2.016917,1.028242,0.573
"1752","SRGAP2","hurdle",1.36228336607752e-12,-2.828839,-1.961189,0.86765,0.572
"1498","RBFOX2","hurdle",1.24422663883154e-08,-2.283613,-1.553438,0.730175,0.572
"1270","OSBPL10","hurdle",1.77442430185997e-12,-2.809718,-1.892923,0.916795,0.572
"1263","OAZ2","hurdle",5.80542301077388e-07,-1.570895,-1.038578,0.532317,0.572
"1113","MIER2","hurdle",3.09350434538375e-18,-2.870021,-1.822392,1.047629,0.572
"692","FNTA","hurdle",1.09282946585533e-07,-1.872934,-1.337327,0.535607,0.572
"422","CSF1","hurdle",4.89448804893104e-10,-2.596911,-1.807206,0.789705,0.572
"1691","SLC8A1","hurdle",1.84618269696771e-08,-2.844508,-1.974957,0.869551,0.571
"1513","RELA","hurdle",3.17588927027318e-07,-1.930249,-1.297624,0.632625,0.571
"1510","RCBTB2","hurdle",2.30203684554721e-10,-2.825151,-1.863069,0.962082,0.571
"1497","RB1","hurdle",3.38906870411657e-06,-2.110154,-1.517105,0.593049,0.571
"1457","PUM1","hurdle",3.89742835119364e-07,-1.794863,-1.243648,0.551215,0.571
"1357","PLCG1","hurdle",8.36742363897759e-12,-2.803986,-1.811618,0.992368,0.571
"1344","PITPNB","hurdle",1.02173137132688e-08,-1.869319,-1.208709,0.66061,0.571
"1325","PGM2","hurdle",1.39428877616216e-07,-2.628499,-1.806537,0.821962,0.571
"1215","NOB1","hurdle",1.37251693892593e-12,-2.384777,-1.62096,0.763817,0.571
"955","KIAA1671","hurdle",9.39967506635076e-08,-2.739536,-1.858949,0.880587,0.571
"913","IRF2","hurdle",4.04420101744838e-08,-1.883003,-1.333687,0.549316,0.571
"493","DIAPH1","hurdle",1.03176987978988e-06,-2.106936,-1.480316,0.62662,0.571
"398","CORO1C","hurdle",1.72532794627433e-05,-2.47955,-1.696611,0.782939,0.571
"232","C4orf27","hurdle",1.24521357141501e-06,-2.288162,-1.637562,0.6506,0.571
"209","BTBD7","hurdle",1.14831704192653e-07,-2.387924,-1.65114,0.736784,0.571
"2028","WLS","hurdle",1.82244093734709e-06,-2.512212,-1.824535,0.687677,0.57
"1946","TRIM69","hurdle",2.58813770056845e-06,-2.436551,-1.700559,0.735992,0.57
"1823","TBC1D1","hurdle",5.09107729965633e-07,-2.400548,-1.698819,0.701729,0.57
"1821","TAX1BP3","hurdle",2.58114950182544e-14,-2.109268,-1.322165,0.787103,0.57
"1759","SSH1","hurdle",2.41035617610262e-14,-2.812036,-1.847277,0.964759,0.57
"1705","SMARCA2","hurdle",9.46048282692893e-05,-1.783884,-1.270275,0.513609,0.57
"1484","RAPGEF2","hurdle",7.11136509444764e-09,-2.776282,-1.902663,0.873619,0.57
"1431","PRRC2B","hurdle",1.79979815349342e-06,-1.842118,-1.238958,0.60316,0.57
"1266","OLFML2A","hurdle",3.43808134477429e-06,-2.708137,-1.873079,0.835058,0.57
"1224","NOV","hurdle",1.89497818901969e-22,-2.948808,-1.691159,1.257649,0.57
"878","IFNAR1","hurdle",5.56511954807122e-09,-2.020856,-1.329883,0.690973,0.57
"794","H6PD","hurdle",2.93123919120886e-11,-2.611955,-1.761042,0.850913,0.57
"410","CPVL","hurdle",4.29430131880402e-17,-2.611262,-1.860223,0.751039,0.57
"32","ACTR1B","hurdle",7.41064614269001e-06,-2.142316,-1.499073,0.643243,0.57
"1897","TMEM39B","hurdle",5.88982378495549e-09,-2.788246,-1.90737,0.880876,0.569
"1883","TMEM140","hurdle",3.2797831816245e-05,-2.707554,-1.946542,0.761012,0.569
"1696","SLFN11","hurdle",3.84884069878205e-07,-2.768483,-1.839397,0.929086,0.569
"1676","SLC27A3","hurdle",8.28885249627536e-12,-2.495224,-1.598308,0.896916,0.569
"1612","SEMA3F","hurdle",6.72947558162652e-13,-2.996253,-1.938205,1.058048,0.569
"1569","RPIA","hurdle",4.79052721606904e-06,-2.268625,-1.606136,0.662489,0.569
"1521","RFTN1","hurdle",0.000136047863948411,-2.587332,-1.817766,0.769566,0.569
"1368","PLEKHO1","hurdle",0.000659973279883259,-2.397378,-1.666323,0.731055,0.569
"1295","PCF11","hurdle",1.36446525211709e-05,-1.531993,-1.017269,0.514724,0.569
"1146","MT1M","hurdle",1.9066787078492e-16,-1.6368745,-0.9307645,0.70611,0.569
"1135","MPRIP","hurdle",2.26109908588506e-05,-2.040823,-1.447628,0.593195,0.569
"947","KCTD10","hurdle",2.20614030860031e-07,-2.729771,-1.888728,0.841043,0.569
"582","EPB41L3","hurdle",1.39004802602112e-14,-2.576349,-1.686974,0.889375,0.569
"509","DNM3","hurdle",6.29267729277746e-19,-3.177992,-2.087331,1.090661,0.569
"507","DNASE1L3","hurdle",5.04487362368385e-35,-3.224076,-1.696603,1.527473,0.569
"496","DIS3","hurdle",2.68714375364448e-07,-2.41035,-1.716335,0.694015,0.569
"254","CAMK2D","hurdle",0.000296719481427084,-2.124617,-1.503976,0.620641,0.569
"252","CAMK1","hurdle",1.22635155022561e-05,-2.532262,-1.749434,0.782828,0.569
"237","C6orf89","hurdle",1.03791620910642e-07,-1.96098,-1.288246,0.672734,0.569
"51","ADGRA2","hurdle",2.25541608533409e-05,-2.653806,-1.906689,0.747117,0.569
"2069","ZNF608","hurdle",1.16225020581558e-16,-2.988295,-2.001601,0.986694,0.568
"2060","ZNF366","hurdle",1.05840083650809e-27,-3.309009,-2.160969,1.14804,0.568
"1710","SMTN","hurdle",3.96066248660982e-07,-2.437766,-1.672401,0.765365,0.568
"1694","SLCO3A1","hurdle",6.02096365842073e-08,-2.639454,-1.88327,0.756184,0.568
"1688","SLC43A3","hurdle",2.21547338156507e-08,-2.465091,-1.743486,0.721605,0.568
"1634","SETX","hurdle",7.15111185117258e-06,-2.050579,-1.468468,0.582111,0.568
"1430","PRRC2A","hurdle",6.28764836672476e-08,-1.954301,-1.381542,0.572759,0.568
"1428","PRPF4B","hurdle",0.000106695113079767,-1.64049,-1.125488,0.515002,0.568
"1404","PPP1R16B","hurdle",2.47258839276923e-11,-2.837981,-2.085106,0.752875,0.568
"1297","PCSK5","hurdle",1.35553312404204e-24,-3.07286,-1.785834,1.287026,0.568
"1137","MRAS","hurdle",1.17915867258301e-08,-2.935884,-2.02557,0.910314,0.568
"1126","MMP2","hurdle",5.97084184278628e-19,-1.871398,-1.20392,0.667478,0.568
"1115","MINK1","hurdle",1.70550828999291e-10,-2.66868,-1.777657,0.891023,0.568
"1102","MESDC1","hurdle",1.07170121690921e-07,-2.449895,-1.634125,0.81577,0.568
"1090","MCM3","hurdle",5.72773153672214e-09,-2.392431,-1.635318,0.757113,0.568
"1035","LRP6","hurdle",5.56532970936412e-08,-2.763443,-1.885481,0.877962,0.568
"902","INF2","hurdle",1.75887211473665e-07,-2.451459,-1.670423,0.781036,0.568
"699","FRMD3","hurdle",1.03323280467342e-10,-2.949266,-2.014869,0.934397,0.568
"544","EFNB1","hurdle",3.32749311579465e-09,-2.854957,-1.973541,0.881416,0.568
"540","EDNRB","hurdle",4.26043520605372e-12,-2.897996,-1.839186,1.05881,0.568
"524","DTD1","hurdle",1.15808224289342e-07,-2.260457,-1.592133,0.668324,0.568
"365","CISD1","hurdle",1.45645480115009e-06,-1.936442,-1.289919,0.646523,0.568
"23","ACE","hurdle",1.4427454282612e-29,-3.123145,-1.788688,1.334457,0.568
"2072","ZNFX1","hurdle",0.000183732230807419,-2.019367,-1.451907,0.56746,0.567
"1981","UBE2Q2","hurdle",2.15239698236232e-05,-2.087803,-1.499608,0.588195,0.567
"1704","SMAP1","hurdle",5.03453095788866e-05,-1.762516,-1.230937,0.531579,0.567
"1331","PHC2","hurdle",4.25640340030735e-06,-2.63199,-1.879902,0.752088,0.567
"1291","PCDH1","hurdle",1.59231523283977e-17,-2.635136,-1.742769,0.892367,0.567
"1287","PARVA","hurdle",6.03764737854655e-05,-2.071683,-1.461429,0.610254,0.567
"1241","NSFL1C","hurdle",1.51005235782831e-06,-1.717176,-1.192194,0.524982,0.567
"1114","MINA","hurdle",3.58167695870795e-11,-2.823142,-1.994513,0.828629,0.567
"1088","MCF2L","hurdle",3.17181606875565e-11,-2.826284,-1.878728,0.947556,0.567
"1053","LYPLA2","hurdle",1.18538361512483e-07,-2.058038,-1.442016,0.616022,0.567
"565","ELK4","hurdle",1.23982167913205e-06,-2.603824,-1.759176,0.844648,0.567
"537","ECHDC1","hurdle",0.000379328349288894,-2.22759,-1.65888,0.56871,0.567
"488","DGKZ","hurdle",8.28306374890011e-07,-2.346905,-1.685883,0.661022,0.567
"481","DENND3","hurdle",3.67389466729248e-13,-2.907909,-1.944333,0.963576,0.567
"454","CYFIP1","hurdle",9.41605479079169e-07,-2.090709,-1.412967,0.677742,0.567
"353","CHD7","hurdle",1.09767028871295e-11,-2.494956,-1.689603,0.805353,0.567
"345","CFAP36","hurdle",2.27777617034541e-06,-1.55699,-1.022059,0.534931,0.567
"336","CDKN3","hurdle",3.44206643264235e-16,-3.04152,-1.960033,1.081487,0.567
"262","CARD6","hurdle",2.06513456416307e-12,-3.174787,-2.143833,1.030954,0.567
"1953","TSHZ1","hurdle",8.84421436594077e-10,-2.714101,-1.873155,0.840946,0.566
"1939","TRAM2","hurdle",3.38598821931534e-08,-2.888528,-2.042642,0.845886,0.566
"1898","TMEM43","hurdle",7.38726194772016e-06,-1.973775,-1.407735,0.56604,0.566
