"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Cancer_Epithelial","log2fold_change","Auc"
"1733","NUDT21","hurdle",1.31380964392931e-12,-1.79949,-1.184273,0.615217,0.593
"1671","NEDD4L","hurdle",2.86691716119409e-08,-2.74839,-1.878572,0.869818,0.593
"1567","MTA3","hurdle",4.09231244193822e-08,-2.641762,-1.804722,0.83704,0.593
"1475","MKKS","hurdle",1.46566549006193e-08,-1.785528,-1.261791,0.523737,0.593
"1365","LRPPRC","hurdle",1.67475854687041e-06,-2.280991,-1.595836,0.685155,0.593
"1174","HSD3B7","hurdle",3.63043431169649e-10,-2.599035,-1.762848,0.836187,0.593
"1134","HMGCS1","hurdle",1.59409501677094e-08,-2.096179,-1.465933,0.630246,0.593
"1082","H3F3C","hurdle",5.59919931348521e-34,-2.094489,-1.35675,0.737739,0.593
"938","FH","hurdle",2.59405744034696e-07,-2.306291,-1.613949,0.692342,0.593
"714","DNAH14","hurdle",1.86702355203459e-29,-3.114044,-1.918575,1.195469,0.593
"566","COPS7A","hurdle",9.19515302749716e-06,-2.121642,-1.519443,0.602199,0.593
"400","CCDC117","hurdle",1.11285018162069e-50,-2.657211,-1.474958,1.182253,0.593
"262","BOD1","hurdle",1.18940742210927e-14,-2.370499,-1.518705,0.851794,0.593
"234","BCAS1","hurdle",6.23974582551069e-33,-3.210027,-1.950446,1.259581,0.593
"136","ARFGEF1","hurdle",7.41590147517804e-09,-2.355098,-1.650208,0.70489,0.593
"119","APEH","hurdle",7.08131910431269e-07,-2.342997,-1.620923,0.722074,0.593
"2678","TMUB2","hurdle",5.68553654599979e-10,-2.255871,-1.604996,0.650875,0.592
"2648","TMEM263","hurdle",4.10321142383615e-07,-2.012764,-1.473225,0.539539,0.592
"2565","THBS1","hurdle",8.36198090829007e-16,-1.56344,-1.047264,0.516176,0.592
"2534","TCAF1","hurdle",0.000182228381469031,-2.337948,-1.672449,0.665499,0.592
"2291","SH3RF1","hurdle",1.03577609947057e-14,-2.682726,-1.763815,0.918911,0.592
"2150","RP11-12G12.7","hurdle",1.26148830665418e-13,-2.954174,-1.965433,0.988741,0.592
"2145","RNPEP","hurdle",9.59198413224521e-06,-2.02027,-1.378185,0.642085,0.592
"2131","RNF103","hurdle",4.75319566956359e-13,-2.421736,-1.637027,0.784709,0.592
"2118","RHOT2","hurdle",6.40004773415919e-06,-2.082659,-1.561026,0.521633,0.592
"2034","QSOX1","hurdle",6.02573081422421e-10,-2.024171,-1.294501,0.72967,0.592
"2009","PTPRK","hurdle",3.02118994273983e-12,-1.933042,-1.228277,0.704765,0.592
"1951","PPP2R4","hurdle",0.00014050928861167,-2.077716,-1.44962,0.628096,0.592
"1869","PILRB","hurdle",2.60634396183651e-09,-2.380189,-1.638577,0.741612,0.592
"1804","PCYOX1","hurdle",1.79549424669726e-06,-2.134936,-1.569269,0.565667,0.592
"1798","PCK2","hurdle",1.38550148691207e-11,-2.860072,-1.966657,0.893415,0.592
"1714","NRIP1","hurdle",6.19055366264212e-11,-2.348798,-1.562185,0.786613,0.592
"1611","NAA60","hurdle",3.53456029236107e-05,-2.359019,-1.683195,0.675824,0.592
"1573","MTHFS","hurdle",1.48358850899796e-14,-2.533006,-1.772888,0.760118,0.592
"1461","MID1IP1","hurdle",1.07993684261537e-16,-2.318915,-1.45691,0.862005,0.592
"1204","IGFBP2","hurdle",1.68909240812591e-07,-2.374503,-1.651441,0.723062,0.592
"1172","HSD17B7","hurdle",3.30168041626926e-10,-2.427902,-1.769973,0.657929,0.592
"1138","HMHA1","hurdle",2.67863460659067e-08,-2.379215,-1.810515,0.5687,0.592
"1036","GPATCH4","hurdle",2.95139664336162e-07,-2.18078,-1.582089,0.598691,0.592
"1016","GMCL1","hurdle",1.83164277877961e-07,-2.405931,-1.74468,0.661251,0.592
"1011","GLRX2","hurdle",2.04117468649121e-09,-2.552644,-1.720683,0.831961,0.592
"773","ECSIT","hurdle",0.00690948946263433,-2.138363,-1.576613,0.56175,0.592
"724","DNASE2","hurdle",1.30862229567858e-05,-2.230416,-1.588866,0.64155,0.592
"607","CSNK2A1","hurdle",0.00248097446641167,-2.217525,-1.596318,0.621207,0.592
"604","CSAD","hurdle",3.64861619224136e-09,-2.570946,-1.774486,0.79646,0.592
"554","COMMD5","hurdle",5.14110317979649e-06,-2.25114,-1.603183,0.647957,0.592
"515","CLGN","hurdle",2.65178308738575e-41,-3.242293,-1.897631,1.344662,0.592
"2893","ZBTB41","hurdle",1.18466954752868e-31,-2.924963,-1.753009,1.171954,0.591
"2732","TSC2","hurdle",7.61357657246057e-12,-2.588299,-1.806957,0.781342,0.591
"2649","TMEM30B","hurdle",1.18187054519048e-14,-3.050699,-2.01734,1.033359,0.591
"2536","TCEA2","hurdle",1.7146705437758e-05,-2.338982,-1.682879,0.656103,0.591
"2510","SYT7","hurdle",1.45095236572281e-29,-3.090289,-1.936562,1.153727,0.591
"2479","STRBP","hurdle",3.85405320138016e-09,-2.869039,-2.01598,0.853059,0.591
"2430","SPNS1","hurdle",2.0989011482438e-05,-2.12538,-1.549926,0.575454,0.591
"2236","SCO2","hurdle",6.17022666482728e-05,-2.314674,-1.705875,0.608799,0.591
"2175","RP4-568C11.4","hurdle",1.99930636560759e-12,-3.160273,-2.144889,1.015384,0.591
"1812","PDRG1","hurdle",2.85893349420816e-10,-2.580525,-1.812307,0.768218,0.591
"1743","OARD1","hurdle",8.11119783382436e-11,-2.09014,-1.518601,0.571539,0.591
"1682","NFKBIL1","hurdle",4.16739151312296e-05,-2.364924,-1.689901,0.675023,0.591
"1578","MTSS1","hurdle",4.71604926878084e-07,-2.608656,-1.863296,0.74536,0.591
"1388","LUC7L","hurdle",2.79769315585109e-06,-1.893836,-1.365031,0.528805,0.591
"1360","LPGAT1","hurdle",1.12447812585926e-13,-2.22271,-1.550941,0.671769,0.591
"1059","GSE1","hurdle",2.00520665026601e-17,-2.60865,-1.696149,0.912501,0.591
"767","EBP","hurdle",8.58603320988587e-10,-2.206523,-1.633822,0.572701,0.591
"766","EBNA1BP2","hurdle",7.86745508053947e-07,-1.95802,-1.424055,0.533965,0.591
"684","DENND1B","hurdle",7.10553456106633e-19,-2.463612,-1.602242,0.86137,0.591
"602","CRNKL1","hurdle",2.21938531719664e-09,-2.518831,-1.814711,0.70412,0.591
"441","CD2BP2","hurdle",4.91019655441366e-06,-1.810818,-1.262981,0.547837,0.591
"431","CCP110","hurdle",3.51000897579557e-10,-2.769687,-1.928189,0.841498,0.591
"399","CCDC106","hurdle",1.02129085819957e-11,-2.795824,-1.900948,0.894876,0.591
"384","CAPS","hurdle",6.01124756767236e-21,-3.05888,-1.943279,1.115601,0.591
"328","C20orf96","hurdle",9.22751397598479e-11,-2.933228,-1.957022,0.976206,0.591
"174","ASRGL1","hurdle",5.32743780925748e-21,-2.504798,-1.604641,0.900157,0.591
"30","ACADM","hurdle",9.31558806137339e-07,-1.980339,-1.43432,0.546019,0.591
"2738","TSNAX","hurdle",0.000156478693596621,-2.253,-1.631904,0.621096,0.59
"2583","TIMM9","hurdle",8.5653845117706e-06,-1.975574,-1.468348,0.507226,0.59
"2581","TIMM50","hurdle",5.11423353789818e-07,-2.28702,-1.630531,0.656489,0.59
"2561","TFPT","hurdle",5.45457094700413e-16,-2.438861,-1.601053,0.837808,0.59
"2374","SMARCD2","hurdle",1.70693279225972e-08,-2.596768,-1.830493,0.766275,0.59
"2351","SLC39A3","hurdle",1.18030559317751e-06,-2.730711,-1.862858,0.867853,0.59
"2306","SIRT7","hurdle",2.45959841621844e-07,-2.471922,-1.732542,0.73938,0.59
"2248","SDHAF1","hurdle",2.72082830732271e-10,-2.621169,-1.845254,0.775915,0.59
"2044","RAB22A","hurdle",2.85925273856331e-07,-2.402157,-1.716299,0.685858,0.59
"1841","PGR","hurdle",4.89476263883729e-30,-3.077128,-1.824138,1.25299,0.59
"1825","PEX11A","hurdle",1.34250694346894e-19,-2.950308,-1.93686,1.013448,0.59
"1801","PCMTD2","hurdle",3.85493826250555e-10,-2.387826,-1.69428,0.693546,0.59
"1780","PAM16","hurdle",1.09721179633291e-35,-3.010086,-1.784206,1.22588,0.59
"1685","NIPSNAP1","hurdle",3.16458076650933e-05,-2.618665,-1.900851,0.717814,0.59
"1669","NEBL","hurdle",1.24014038594413e-09,-2.83212,-1.947137,0.884983,0.59
"1618","NARFL","hurdle",3.13138531731741e-11,-2.718907,-1.888338,0.830569,0.59
"1539","MRPS10","hurdle",7.54437264946271e-06,-1.94285,-1.412735,0.530115,0.59
"1165","HRSP12","hurdle",4.63143281502236e-06,-2.703468,-1.887537,0.815931,0.59
"1145","HNRNPH2","hurdle",4.96565737711125e-08,-1.992766,-1.431019,0.561747,0.59
"1142","HNMT","hurdle",7.28966062670098e-05,-2.064629,-1.509228,0.555401,0.59
"1012","GLRX5","hurdle",0.00335263854562047,-2.171508,-1.570523,0.600985,0.59
"825","ENTPD6","hurdle",8.96592327500247e-07,-2.765318,-1.889802,0.875516,0.59
"411","CCDC189","hurdle",2.97106672286579e-25,-3.157839,-2.022464,1.135375,0.59
"388","CASZ1","hurdle",8.06178278648113e-18,-2.836123,-1.904947,0.931176,0.59
"315","C1GALT1C1","hurdle",1.39412178004633e-07,-2.34551,-1.703365,0.642145,0.59
"153","ARL3","hurdle",9.43700009316206e-10,-1.774417,-1.233475,0.540942,0.59
"96","AMFR","hurdle",2.29517817054991e-30,-2.423951,-1.300551,1.1234,0.59
"76","AKAP1","hurdle",2.34104383941564e-05,-2.409803,-1.676093,0.73371,0.59
"2758","TULP4","hurdle",1.735682788584e-08,-2.440785,-1.804839,0.635946,0.589
"2711","TRAF7","hurdle",1.65415079729235e-06,-2.260511,-1.630814,0.629697,0.589
"2679","TMX2","hurdle",5.78407655914904e-07,-2.016043,-1.50747,0.508573,0.589
"1828","PEX13","hurdle",4.7410721892103e-14,-2.718587,-1.884174,0.834413,0.589
"1632","NCSTN","hurdle",1.62247380625301e-05,-2.161576,-1.564963,0.596613,0.589
"1398","LYRM2","hurdle",2.83827240446847e-07,-1.952816,-1.405527,0.547289,0.589
"1272","KDELR3","hurdle",1.10859530052098e-21,-2.678737,-1.726377,0.95236,0.589
"966","FUZ","hurdle",4.39076815149624e-05,-2.779996,-1.983018,0.796978,0.589
"813","EML2","hurdle",3.30962623176342e-07,-2.321897,-1.668239,0.653658,0.589
"230","BBOF1","hurdle",1.5138166287416e-12,-3.059202,-2.069236,0.989966,0.589
"176","ATF5","hurdle",2.79610582035857e-13,-2.268783,-1.568801,0.699982,0.589
"139","ARFIP1","hurdle",3.19269155954536e-05,-2.314323,-1.670633,0.64369,0.589
"132","ARF3","hurdle",3.21166683897112e-07,-2.003748,-1.41829,0.585458,0.589
"29","ACACA","hurdle",1.57205067469923e-15,-2.810096,-1.886706,0.92339,0.589
"2964","ZSWIM7","hurdle",2.56622489829233e-10,-2.068348,-1.441346,0.627002,0.588
"2651","TMEM41A","hurdle",1.78296275883088e-08,-2.35216,-1.71259,0.63957,0.588
"2361","SLC52A2","hurdle",4.68318033513023e-07,-2.119328,-1.534874,0.584454,0.588
"2320","SLC25A17","hurdle",2.4782774563533e-05,-2.70373,-1.917958,0.785772,0.588
"2207","RWDD4","hurdle",3.39605319110192e-06,-2.226253,-1.631588,0.594665,0.588
"1947","PPP1R37","hurdle",5.07415158576997e-07,-2.805689,-2.010103,0.795586,0.588
"1894","PLXNB2","hurdle",6.80478039507323e-11,-2.271965,-1.596465,0.6755,0.588
"1890","PLIN5","hurdle",1.45475599456995e-35,-3.160846,-1.888091,1.272755,0.588
"1765","OTUD7B","hurdle",3.42059371570545e-15,-2.743693,-1.843978,0.899715,0.588
"1530","MRPL48","hurdle",1.46813508019923e-06,-2.3086,-1.656865,0.651735,0.588
"1045","GPS1","hurdle",1.13901996739877e-11,-1.875045,-1.312637,0.562408,0.588
"834","EPN3","hurdle",1.51011537738621e-11,-3.238885,-2.216585,1.0223,0.588
"722","DNAL4","hurdle",0.000196241848648737,-2.624133,-1.885439,0.738694,0.588
"715","DNAJA3","hurdle",1.90466301865976e-09,-2.700264,-1.871407,0.828857,0.588
"548","COG2","hurdle",1.45142544249787e-09,-2.746502,-1.877872,0.86863,0.588
"486","CHCHD3","hurdle",5.30861369223951e-08,-2.144357,-1.561636,0.582721,0.588
"478","CGN","hurdle",2.56047289480149e-23,-3.184825,-2.09707,1.087755,0.588
"329","C21orf59","hurdle",0.00161414946398365,-1.976127,-1.419023,0.557104,0.588
"274","BRMS1","hurdle",9.46852524029343e-06,-2.157411,-1.592409,0.565002,0.588
"128","APTR","hurdle",4.59692819447046e-09,-2.983351,-2.048149,0.935202,0.588
"121","APIP","hurdle",1.08445740893623e-07,-2.134482,-1.550198,0.584284,0.588
"2819","USE1","hurdle",3.58186503726139e-07,-2.143335,-1.610705,0.53263,0.587
"2757","TUFT1","hurdle",3.23770642799785e-17,-2.939331,-1.928377,1.010954,0.587
"2689","TOM1L2","hurdle",1.33041212331532e-13,-2.639886,-1.814662,0.825224,0.587
"2543","TCTA","hurdle",1.84239488298537e-07,-2.363635,-1.699748,0.663887,0.587
"2153","RP11-295G20.2","hurdle",3.9473890467688e-24,-2.85824,-1.773544,1.084696,0.587
"1972","PRPS2","hurdle",1.01318592702861e-16,-2.449983,-1.650894,0.799089,0.587
"1876","PITPNA-AS1","hurdle",2.94299094014061e-19,-2.68537,-1.791376,0.893994,0.587
"1770","OXR1","hurdle",1.31648347754999e-08,-2.034696,-1.435008,0.599688,0.587
"1630","NCBP2-AS2","hurdle",4.93501855531742e-05,-2.168616,-1.565226,0.60339,0.587
"1376","LRRCC1","hurdle",4.29782109810298e-07,-2.634969,-1.89797,0.736999,0.587
"1193","IFRD2","hurdle",5.39725274407304e-11,-2.314882,-1.564028,0.750854,0.587
"1037","GPBP1L1","hurdle",6.61300954485621e-10,-2.044063,-1.465723,0.57834,0.587
"1026","GOLGA5","hurdle",1.31835151290498e-09,-2.570633,-1.784428,0.786205,0.587
"791","EIF2B5","hurdle",0.00330560532671294,-2.490052,-1.806692,0.68336,0.587
"681","DDX42","hurdle",3.72965689566291e-07,-2.236984,-1.559337,0.677647,0.587
"639","CXorf40A","hurdle",7.02353629147076e-12,-2.712855,-1.905976,0.806879,0.587
"518","CLMN","hurdle",1.1905076102624e-12,-2.04581,-1.47963,0.56618,0.587
"496","CHPF","hurdle",4.16238817680804e-07,-2.211174,-1.634711,0.576463,0.587
"440","CD2AP","hurdle",3.68094431409837e-06,-2.162604,-1.590983,0.571621,0.587
"103","ANKRA2","hurdle",5.3427131631336e-05,-2.478255,-1.799217,0.679038,0.587
"19","ABI2","hurdle",8.51118208050467e-06,-2.121065,-1.586949,0.534116,0.587
"2878","YEATS4","hurdle",7.76420047322488e-05,-2.621281,-1.928018,0.693263,0.586
"2856","WDR24","hurdle",6.75899935937691e-12,-3.137751,-2.165191,0.97256,0.586
"2735","TSEN54","hurdle",6.56922282891961e-10,-2.382388,-1.866757,0.515631,0.586
"2568","THOC6","hurdle",0.00021586678476185,-2.387996,-1.772746,0.61525,0.586
"2481","STX3","hurdle",5.04897457013209e-10,-2.712305,-1.893114,0.819191,0.586
"2234","SCNM1","hurdle",4.54056469956583e-06,-2.093807,-1.551389,0.542418,0.586
"1943","PPP1R14B","hurdle",5.41540016285051e-12,-2.246614,-1.567958,0.678656,0.586
"1810","PDHX","hurdle",7.44445206559936e-07,-2.658927,-1.894152,0.764775,0.586
"1761","OSBPL2","hurdle",3.22400768525029e-08,-2.587557,-1.863565,0.723992,0.586
"1499","MPV17","hurdle",6.5934874865137e-05,-1.937548,-1.418479,0.519069,0.586
"1466","MINCR","hurdle",9.55795632880049e-18,-3.004137,-1.998352,1.005785,0.586
"1426","MARVELD2","hurdle",3.8190731273405e-15,-3.05389,-2.082188,0.971702,0.586
"1364","LRP2","hurdle",6.12004330615946e-29,-3.148535,-1.967844,1.180691,0.586
"1328","LDLRAD4","hurdle",4.28676386487424e-18,-1.744614,-1.181586,0.563028,0.586
"1256","JPX","hurdle",4.01201815728279e-10,-1.87456,-1.344375,0.530185,0.586
"1218","IMMP2L","hurdle",2.06738037041334e-10,-2.370186,-1.640234,0.729952,0.586
"1181","HSPBP1","hurdle",0.0229163840306085,-2.36452,-1.723815,0.640705,0.586
"1124","HIST2H2BE","hurdle",2.72526042584724e-18,-2.956218,-1.943504,1.012714,0.586
"965","FUT8","hurdle",2.16630703950092e-11,-2.405559,-1.741806,0.663753,0.586
"728","DOPEY2","hurdle",1.57477110974303e-22,-2.935548,-1.852078,1.08347,0.586
"671","DCTN4","hurdle",2.16718034241003e-11,-2.472788,-1.780851,0.691937,0.586
"310","C19orf48","hurdle",8.42723649488101e-10,-2.544721,-1.816793,0.727928,0.586
"157","ARMC1","hurdle",1.11298251700207e-05,-2.346587,-1.713215,0.633372,0.586
"2938","ZNF581","hurdle",1.40521317423034e-05,-2.341574,-1.746079,0.595495,0.585
"2845","VPS37C","hurdle",0.00441820233535086,-2.635508,-1.903993,0.731515,0.585
"2750","TTC6","hurdle",1.98006626989422e-48,-3.232285,-1.848104,1.384181,0.585
"2563","THAP4","hurdle",2.82942524102138e-05,-2.324098,-1.741496,0.582602,0.585
"2494","SUN1","hurdle",2.04117487009348e-05,-1.929276,-1.384292,0.544984,0.585
"2281","SFXN1","hurdle",3.87401155233055e-10,-2.391462,-1.820887,0.570575,0.585
"2273","SERPINA5","hurdle",1.30060661427322e-27,-3.149634,-2.016734,1.1329,0.585
"2235","SCNN1A","hurdle",7.16363125302551e-17,-3.034681,-1.989537,1.045144,0.585
"2074","RAD51C","hurdle",1.96134044258302e-11,-2.369374,-1.688088,0.681286,0.585
"1969","PROM2","hurdle",5.28650646561904e-17,-3.121671,-2.11096,1.010711,0.585
"1934","PPFIA1","hurdle",0.000652535788987909,-2.345964,-1.754803,0.591161,0.585
"1840","PGP","hurdle",3.85343759556599e-06,-2.643306,-1.900273,0.743033,0.585
"1571","MTG2","hurdle",1.44290970969637e-08,-2.73315,-2.024619,0.708531,0.585
"1564","MSX2","hurdle",1.87363705974611e-29,-3.212444,-1.995566,1.216878,0.585
"1502","MREG","hurdle",2.15427054368686e-20,-2.977629,-1.959562,1.018067,0.585
"1465","MIF4GD","hurdle",1.84756335916301e-08,-2.155568,-1.648736,0.506832,0.585
"1414","MAOB","hurdle",1.10731932139427e-42,-2.698955,-1.469667,1.229288,0.585
"1330","LETM1","hurdle",2.4064988694241e-11,-2.615482,-1.837842,0.77764,0.585
"1262","KCNJ3","hurdle",1.10096601883144e-26,-3.165023,-2.032194,1.132829,0.585
"899","FAM213B","hurdle",2.27657977453617e-08,-2.775999,-1.929729,0.84627,0.585
"832","EPHX2","hurdle",6.28519477625294e-11,-2.477362,-1.733297,0.744065,0.585
"797","EIF4EBP3","hurdle",6.22279434314525e-38,-2.791585,-1.609513,1.182072,0.585
"698","DHRSX","hurdle",1.82241945110287e-05,-2.476543,-1.80904,0.667503,0.585
"343","C5orf63","hurdle",7.51051831613076e-10,-3.041475,-2.11459,0.926885,0.585
"184","ATP2C1","hurdle",8.64654936461241e-07,-2.305503,-1.68095,0.624553,0.585
"2961","ZNHIT2","hurdle",3.37962344325133e-08,-2.940382,-2.12792,0.812462,0.584
"2913","ZMPSTE24","hurdle",0.00073310715854824,-2.28706,-1.683931,0.603129,0.584
"2905","ZDHHC6","hurdle",5.64351381986779e-08,-2.256106,-1.69919,0.556916,0.584
"2725","TRIM4","hurdle",9.48585596202179e-08,-2.332311,-1.715936,0.616375,0.584
"2718","TRIB3","hurdle",1.19938987210802e-13,-3.098709,-2.123815,0.974894,0.584
"2654","TMEM45B","hurdle",2.05363196861107e-42,-3.266626,-1.986189,1.280437,0.584
"2567","THNSL2","hurdle",6.67989195459087e-15,-3.029591,-2.074854,0.954737,0.584
"2392","SNAP29","hurdle",0.00199326103668394,-2.203976,-1.641863,0.562113,0.584
"2112","RHBDL1","hurdle",2.29850134005437e-24,-3.265198,-2.154152,1.111046,0.584
"2033","QPRT","hurdle",1.69299670198625e-15,-3.064794,-2.063179,1.001615,0.584
"1563","MSRB2","hurdle",0.000222377995570376,-2.309067,-1.660173,0.648894,0.584
"1531","MRPL49","hurdle",4.80210019243395e-05,-2.289132,-1.764581,0.524551,0.584
"949","FMO5","hurdle",2.29218332404509e-33,-3.109293,-1.838707,1.270586,0.584
"940","FHL2","hurdle",1.33123500871918e-13,-1.820965,-1.021132,0.799833,0.584
"849","ERLIN2","hurdle",2.64107121639593e-09,-2.693543,-1.842001,0.851542,0.584
"675","DDA1","hurdle",7.35645674594353e-06,-2.251407,-1.695945,0.555462,0.584
"537","CNKSR1","hurdle",4.77212167064969e-15,-3.054631,-2.070216,0.984415,0.584
"528","CMAS","hurdle",0.0224128792482902,-2.257358,-1.69549,0.561868,0.584
"220","B9D1","hurdle",6.82240224262931e-12,-2.949475,-2.088521,0.860954,0.584
"107","ANKS3","hurdle",1.22777190161714e-09,-2.760446,-1.936164,0.824282,0.584
"100","ANAPC15","hurdle",2.12256098371831e-06,-2.197047,-1.676257,0.52079,0.584
"2951","ZNF720","hurdle",3.7799079483553e-08,-2.49175,-1.771673,0.720077,0.583
"2903","ZDHHC3","hurdle",2.06653815736832e-11,-2.223424,-1.567344,0.65608,0.583
"2853","WBP11","hurdle",7.43812014416916e-11,-1.653818,-1.102017,0.551801,0.583
"2831","VEGFA","hurdle",2.66700903873328e-16,-2.5791,-1.705398,0.873702,0.583
"2798","UGCG","hurdle",1.25941394089314e-09,-1.3179257,-0.7646211,0.5533046,0.583
"2785","UBN1","hurdle",0.000293339602986309,-2.221155,-1.686065,0.53509,0.583
"2728","TRPM4","hurdle",3.83690880926155e-12,-2.908737,-2.01761,0.891127,0.583
"2670","TMEM87B","hurdle",4.7434655745188e-12,-2.375595,-1.682054,0.693541,0.583
"2574","TICAM1","hurdle",1.70173335175326e-12,-2.729635,-1.919891,0.809744,0.583
"2564","THAP7","hurdle",1.6857082173816e-05,-2.286569,-1.71133,0.575239,0.583
"2405","SNX10","hurdle",5.32000080701864e-08,-2.591664,-1.873208,0.718456,0.583
"2391","SMYD3","hurdle",5.75358723009993e-08,-2.548092,-1.839608,0.708484,0.583
"2341","SLC35B2","hurdle",0.000770337384491504,-2.407276,-1.737914,0.669362,0.583
"2263","SEMA3B","hurdle",7.68232774542174e-28,-2.993109,-1.849884,1.143225,0.583
"2259","SEL1L","hurdle",1.3289241827634e-06,-2.07521,-1.554659,0.520551,0.583
"2256","SEC23B","hurdle",8.79397352573188e-08,-2.498652,-1.790453,0.708199,0.583
"2020","PXMP2","hurdle",2.34923680499883e-05,-2.77313,-1.987228,0.785902,0.583
"1938","PPM1A","hurdle",6.90757435809956e-05,-2.271884,-1.711648,0.560236,0.583
"1544","MRPS18A","hurdle",1.07016261900153e-05,-2.30812,-1.726212,0.581908,0.583
"1509","MRPL15","hurdle",5.45210119177123e-06,-2.229035,-1.627153,0.601882,0.583
"1501","MPZL1","hurdle",2.20606687477813e-07,-1.98762,-1.415631,0.571989,0.583
"1322","LARP1","hurdle",0.000449661755690416,-2.13898,-1.608353,0.530627,0.583
"1244","ITGB3BP","hurdle",5.04350402573533e-08,-2.502968,-1.824601,0.678367,0.583
"1103","HGS","hurdle",6.55727116833449e-05,-2.189883,-1.654392,0.535491,0.583
"1006","GK5","hurdle",1.52768896113705e-09,-2.835347,-2.029861,0.805486,0.583
"824","ENTPD5","hurdle",2.33801261853224e-21,-2.98102,-1.954506,1.026514,0.583
"650","CYP27A1","hurdle",9.7018926995851e-10,-2.440239,-1.753091,0.687148,0.583
"17","ABHD2","hurdle",1.86203612116421e-07,-2.242316,-1.646509,0.595807,0.583
"2957","ZNF90","hurdle",3.03895261439124e-07,-2.516741,-1.890952,0.625789,0.582
"2774","UBE2F","hurdle",0.00330715228914611,-2.440608,-1.843613,0.596995,0.582
"2751","TTC8","hurdle",1.75102355326021e-05,-2.91657,-2.125808,0.790762,0.582
"2724","TRIM37","hurdle",2.01305177620206e-08,-2.719778,-1.935432,0.784346,0.582
"2346","SLC37A1","hurdle",5.82140136548495e-09,-2.945457,-2.063597,0.88186,0.582
"2338","SLC35A2","hurdle",0.000231713937159852,-2.544698,-1.859464,0.685234,0.582
"1973","PRPSAP1","hurdle",1.20378848987393e-05,-2.001832,-1.451232,0.5506,0.582
"1784","PARD6G-AS1","hurdle",7.74774949108064e-34,-3.080384,-1.850393,1.229991,0.582
"1750","ODF3B","hurdle",6.30341838675826e-05,-1.833781,-1.309255,0.524526,0.582
"1705","NPNT","hurdle",1.46458714282093e-12,-2.737482,-1.836045,0.901437,0.582
"1602","MZF1","hurdle",1.15507911469634e-10,-2.687991,-1.892756,0.795235,0.582
"1547","MRPS24","hurdle",2.9534755342137e-30,-2.573502,-1.603819,0.969683,0.582
"1370","LRRC45","hurdle",4.15347731273569e-08,-2.989519,-2.111027,0.878492,0.582
